iter	Passed	Remaining
1050	4514320	4076204
1051	4519113	4072357
1052	4523990	4068584
1053	4528953	4064886
1054	4533685	4060979
1055	4538603	4057236
1056	4544082	4053992
1057	4549546	4050730
1058	4554314	4046845
1059	4559168	4043036
1060	4563857	4039078
1061	4568824	4035365
1062	4573483	4031377
1063	4578454	4027662
1064	4583242	4023785
1065	4587886	4019780
1066	4592707	4015929
1067	4597617	4012153
1068	4602775	4008591
1069	4608014	4005096
1070	4612988	4001368
1071	4617764	3997467
1072	4622816	3993803
1073	4627472	3989794
1074	4631337	3985104
1075	4635663	3980811
1076	4640432	3976898
1077	4645175	3972960
1078	4649767	3968893
1079	4654417	3964874
1080	4659015	3960809
1081	4663629	3956757
1082	4668376	3952817
1083	4673151	3948898
1084	4678327	3945317
1085	4683341	3941596
1086	4687917	3937505
1087	4692480	3933402
1088	4696856	3929142
1089	4701446	3925060
1090	4706076	3921011
1091	4711146	3917326
1092	4716153	3913587
1093	4720816	3909560
1094	4725362	3905436
1095	4730243	3901587
1096	4734986	3897623
1097	4739846	3893753
1098	4744982	3890108
1099	4750236	3886556
1100	4755195	3882761
1101	4760228	3879024
1102	4765160	3875203
1103	4769948	3871262
1104	4774000	3866724
1105	4777921	3862081
1106	4782492	3857963
1107	4787001	3853795
1108	4791638	3849729
1109	4796043	3845476
1110	4800585	3841332
1111	4805327	3837347
1112	4810091	3833378
1113	4814825	3829385
1114	4819330	3825208
1115	4823815	3821015
1116	4828625	3817078
1117	4833560	3813238
1118	4838603	3809481
1119	4842983	3805201
1120	4847969	3801395
1121	4853011	3797632
1122	4857789	3793660
1123	4862611	3789722
1124	4867185	3785588
1125	4871894	3781559
1126	4876844	3777715
1127	4881085	3773321
1128	4885389	3768976
1129	4889903	3764793
1130	4894405	3760600
1131	4899025	3756496
1132	4903542	3752313
1133	4908201	3748238
1134	4912946	3744228
1135	4917426	3740014
1136	4921898	3735794
1137	4926326	3731540
1138	4930706	3727250
1139	4935165	3723019
1140	4939812	3718929
1141	4944595	3714941
1142	4949290	3710885
1143	4953951	3706802
1144	4958664	3702757
1145	4963482	3698790
1146	4968180	3694732
1147	4972869	3690665
1148	4977608	3686636
1149	4982438	3682671
1150	4987067	3678558
1151	4991788	3674510
1152	4996699	3670602
1153	5001588	3666675
1154	5006261	3662589
1155	5011139	3658652
1156	5015438	3654291
1157	5020158	3650235
1158	5024558	3645947
1159	5029173	3641814
1160	5033962	3637807
1161	5038438	3633572
1162	5042781	3629241
1163	5047211	3624973
1164	5051817	3620830
1165	5056418	3616683
1166	5060979	3612507
1167	5066008	3608663
1168	5070773	3604630
1169	5075597	3600637
1170	5080228	3596507
1171	5084827	3592352
1172	5089429	3588199
1173	5093741	3583842
1174	5097934	3579400
1175	5102391	3575144
1176	5106873	3570906
1177	5111727	3566926
1178	5116440	3562847
1179	5121230	3558820
1180	5125702	3554572
1181	5130135	3550296
1182	5134549	3546007
1183	5139386	3542009
1184	5144381	3538118
1185	5149290	3534167
1186	5153735	3529896
1187	5158486	3525834
1188	5163111	3521684
1189	5168080	3517768
1190	5172653	3513582
1191	5177121	3509324
1192	5181529	3505024
1193	5186301	3500970
1194	5190911	3496806
1195	5195742	3492790
1196	5200242	3488550
1197	5204710	3484288
1198	5209290	3480101
1199	5214226	3476150
1200	5219329	3472310
1201	5224207	3468317
1202	5229441	3464559
1203	5234025	3460368
1204	5238515	3456116
1205	5242985	3451849
1206	5247853	3447844
1207	5252484	3443681
1208	5257108	3439514
1209	5261974	3435504
1210	5266410	3431212
1211	5271044	3427048
1212	5275695	3422895
1213	5280907	3419104
1214	5285508	3414916
1215	5290155	3410758
1216	5294982	3406714
1217	5299770	3402644
1218	5304685	3398654
1219	5309979	3394905
1220	5314224	3390484
1221	5318368	3385998
1222	5322847	3381727
1223	5327279	3377425
1224	5331784	3373170
1225	5336461	3369022
1226	5341023	3364801
1227	5345667	3360631
1228	5350427	3356533
1229	5355644	3352720
1230	5360344	3348582
1231	5364741	3344254
1232	5369562	3340190
1233	5373972	3335869
1234	5378713	3331753
1235	5383417	3327614
1236	5388226	3323538
1237	5392521	3319144
1238	5396910	3314809
1239	5401457	3310570
1240	5406402	3306574
1241	5411341	3302573
1242	5416004	3298403
1243	5420802	3294314
1244	5425482	3290152
1245	5430161	3285988
1246	5434632	3281698
1247	5439245	3277494
1248	5443943	3273339
1249	5448777	3269266
1250	5453312	3265012
1251	5457887	3260782
1252	5462799	3256752
1253	5467510	3252601
1254	5472302	3248498
1255	5476569	3244082
1256	5480990	3239757
1257	5485448	3235455
1258	5489890	3231142
1259	5494569	3226969
1260	5499176	3222753
1261	5503585	3218420
1262	5508219	3214218
1263	5512724	3209940
1264	5517288	3205697
1265	5521879	3201468
1266	5526618	3197325
1267	5531631	3193339
1268	5535800	3188865
1269	5540089	3184460
1270	5544611	3180190
1271	5549091	3175894
1272	5553572	3171600
1273	5558507	3167563
1274	5563314	3163453
1275	5568106	3159333
1276	5572799	3155156
1277	5577559	3151015
1278	5582355	3146894
1279	5586609	3142467
1280	5590565	3137874
1281	5594690	3133375
1282	5598555	3128732
1283	5603336	3124601
1284	5607206	3119963
1285	5611123	3115351
1286	5614974	3110704
1287	5618794	3106041
1288	5622862	3101516
1289	5626920	3096987
1290	5630687	3092298
1291	5634356	3087557
1292	5638029	3082820
1293	5641937	3078213
1294	5645714	3073535
1295	5649455	3068840
1296	5653116	3064102
1297	5656722	3059336
1298	5661858	3055398
1299	5666965	3051443
1300	5671846	3047364
1301	5676626	3043229
1302	5681385	3039083
1303	5686180	3034955
1304	5690964	3030819
1305	5695665	3026640
1306	5700374	3022463
1307	5705120	3018305
1308	5709974	3014203
1309	5714660	3010011
1310	5719268	3005778
1311	5723962	3001590
1312	5728624	2997384
1313	5733472	2993274
1314	5738433	2989221
1315	5743371	2985156
1316	5748394	2981133
1317	5753031	2976909
1318	5757796	2972751
1319	5762590	2968607
1320	5767349	2964443
1321	5772222	2960338
1322	5776793	2956076
1323	5781554	2951911
1324	5786170	2947671
1325	5790852	2943465
1326	5795456	2939217
1327	5800120	2935000
1328	5804973	2930878
1329	5809932	2926807
1330	5814787	2922684
1331	5819593	2918534
1332	5824333	2914351
1333	5829172	2910216
1334	5833969	2906059
1335	5838673	2901855
1336	5843260	2897593
1337	5847994	2893402
1338	5852653	2889174
1339	5857426	2885001
1340	5862241	2880847
1341	5867005	2876668
1342	5871896	2872551
1343	5876669	2868374
1344	5881468	2864209
1345	5886329	2860074
1346	5890898	2855795
1347	5895944	2851747
1348	5900793	2847602
1349	5905618	2843445
1350	5910476	2839303
1351	5915151	2835072
1352	5919799	2830828
1353	5924361	2826541
1354	5929171	2822373
1355	5933934	2818181
1356	5938559	2813923
1357	5943311	2809724
1358	5948151	2805566
1359	5953009	2801416
1360	5957870	2797266
1361	5962549	2793029
1362	5967411	2788878
1363	5972086	2784638
1364	5976768	2780401
1365	5981579	2776223
1366	5986351	2772026
1367	5991110	2767823
1368	5995863	2763615
1369	6000531	2759368
1370	6005351	2755190
1371	6009987	2750927
1372	6015106	2746884
1373	6019717	2742607
1374	6024513	2738415
1375	6029166	2734156
1376	6033824	2729900
1377	6038504	2725653
1378	6043435	2721517
1379	6047757	2717108
1380	6052156	2712733
1381	6056412	2708294
1382	6060550	2703803
1383	6064698	2699316
1384	6068833	2694825
